Year,AwardEffectiveDate,AwardExpirationDate,MinAmdLetterDate,MaxAmdLetterDate,AwardInstrument,AwardAmount,AwardID,Directorate,Division
2013,08/01/2013,07/31/2017,07/26/2013,12/10/2013,Standard Grant,360000,1300007,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2013,09/01/2013,08/31/2018,02/14/2013,04/17/2015,Standard Grant,408194,1300010,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2013,06/01/2013,05/31/2017,05/23/2013,05/23/2013,Standard Grant,289417,1300019,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2013,06/01/2013,05/31/2017,03/21/2013,03/21/2013,Standard Grant,150000,1300024,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2013,07/01/2013,06/30/2016,04/23/2013,04/08/2015,Continuing grant,165883,1300026,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2013,10/15/2012,11/30/2012,10/25/2012,10/25/2012,Standard Grant,1742,1300040,Directorate For Geosciences,Division Of Ocean Sciences
2013,08/15/2013,07/31/2017,08/22/2013,06/22/2014,Continuing grant,420000,1300063,Direct For Mathematical & Physical Scien,Division Of Chemistry
2013,04/01/2013,03/31/2018,03/14/2013,03/31/2017,Standard Grant,163534,1300088,Direct For Mathematical & Physical Scien,Division Of Chemistry
2013,09/01/2013,02/28/2017,04/22/2013,06/02/2015,Standard Grant,486490,1300096,Direct For Mathematical & Physical Scien,Division Of Chemistry
2013,03/15/2013,04/30/2015,03/14/2013,04/01/2014,Continuing grant,480000,1300118,Direct For Mathematical & Physical Scien,Division Of Chemistry
2013,08/01/2013,07/31/2017,07/09/2013,07/09/2013,Standard Grant,190818,1300120,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2013,07/01/2013,05/31/2017,04/19/2013,04/15/2015,Standard Grant,441704,1300122,Direct For Mathematical & Physical Scien,Division Of Chemistry
2013,08/01/2013,07/31/2019,07/31/2013,06/10/2017,Continuing Grant,357151,1300138,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2013,09/01/2013,08/31/2017,02/12/2013,02/12/2013,Standard Grant,269921,1300142,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2013,06/01/2013,01/31/2018,04/03/2013,04/03/2013,Standard Grant,350000,1300143,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2013,04/15/2013,03/31/2016,04/08/2013,04/08/2013,Standard Grant,200000,1300144,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2013,05/01/2013,10/31/2017,02/27/2013,06/03/2015,Standard Grant,148531,1300149,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2013,01/01/2013,12/31/2014,12/20/2012,12/20/2012,Standard Grant,42000,1300155,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2013,06/01/2013,05/31/2017,04/03/2013,04/30/2015,Continuing grant,183908,1300157,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
