Year,AwardEffectiveDate,AwardExpirationDate,MinAmdLetterDate,MaxAmdLetterDate,AwardInstrument,AwardAmount,AwardID,Directorate,Division
2017,06/01/2017,05/31/2021,04/13/2017,05/31/2019,Continuing Grant,201000,1700003,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,07/01/2017,08/31/2020,04/13/2017,04/13/2017,Standard Grant,119998,1700009,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,08/01/2017,06/30/2021,06/23/2017,05/12/2019,Continuing Grant,156000,1700011,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,07/01/2017,06/30/2021,06/16/2017,05/28/2019,Continuing Grant,396171,1700014,Direct For Mathematical & Physical Scien,Division Of Materials Research
2017,06/01/2017,05/31/2021,04/05/2017,04/30/2019,Continuing Grant,223000,1700021,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,03/01/2017,02/28/2018,12/29/2016,12/29/2016,Standard Grant,25000,1700026,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,07/01/2017,06/30/2018,06/20/2017,06/20/2017,Standard Grant,13660,1700028,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,09/01/2017,08/31/2021,08/10/2017,08/10/2017,Standard Grant,444300,1700030,Direct For Mathematical & Physical Scien,Division Of Materials Research
2017,07/01/2017,12/31/2019,06/28/2017,06/28/2017,Standard Grant,200000,1700031,Directorate For Engineering,Div Of Industrial Innovation & Partnersh
2017,09/01/2016,07/31/2018,11/07/2016,11/07/2016,Standard Grant,58888,1700032,Direct For Computer & Info Scie & Enginr,Division Of Computer and Network Systems
2017,12/15/2016,11/30/2018,11/18/2016,11/18/2016,Standard Grant,33069,1700033,Directorate For Geosciences,Division Of Earth Sciences
2017,06/01/2017,05/31/2021,03/30/2017,05/31/2019,Continuing Grant,219000,1700036,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,10/01/2016,08/31/2020,11/10/2016,08/06/2018,Continuing Grant,233690,1700039,Direct For Computer & Info Scie & Enginr,Division Of Computer and Network Systems
2017,03/01/2017,02/28/2018,12/06/2016,12/06/2016,Standard Grant,14393,1700044,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,07/01/2017,06/30/2021,04/05/2017,04/23/2019,Continuing Grant,250000,1700046,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,08/15/2016,12/31/2019,11/15/2016,11/15/2016,Standard Grant,203625,1700047,Directorate For Engineering,Div Of Engineering Education and Centers
2017,07/01/2017,12/31/2020,06/07/2017,06/07/2017,Standard Grant,113770,1700058,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,11/01/2016,10/31/2017,10/21/2016,10/21/2016,Standard Grant,24999,1700060,Direct For Biological Sciences,Division Of Environmental Biology
2017,07/01/2017,06/30/2021,04/25/2017,07/27/2019,Continuing Grant,192000,1700069,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,01/01/2017,06/30/2017,12/21/2016,12/21/2016,Standard Grant,50000,1700072,Directorate For Engineering,Div Of Industrial Innovation & Partnersh
2017,02/01/2017,01/31/2022,01/13/2017,02/09/2019,Continuing Grant,28000,1700077,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,07/01/2017,10/31/2017,04/13/2017,04/13/2017,Standard Grant,120000,1700079,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,12/01/2016,12/31/2020,12/01/2016,04/03/2020,Standard Grant,300000,1700080,Direct For Education and Human Resources,Division Of Human Resource Development
2017,08/15/2017,07/31/2021,08/04/2017,06/21/2019,Continuing Grant,541617,1700081,Direct For Mathematical & Physical Scien,Division Of Materials Research
2017,09/01/2017,08/31/2018,08/25/2017,08/25/2017,Standard Grant,95000,1700083,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,07/15/2017,06/30/2020,07/11/2017,04/29/2019,Continuing Grant,180001,1700086,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,07/15/2017,12/31/2017,07/05/2017,07/05/2017,Continuing grant,38250,1700089,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,02/01/2017,01/31/2019,02/08/2017,02/08/2017,Standard Grant,100000,1700091,Directorate For Engineering,"Div Of Chem, Bioeng, Env, & Transp Sys"
2017,07/01/2017,06/30/2021,06/28/2017,06/26/2019,Continuing Grant,150000,1700094,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,06/01/2017,05/31/2020,02/15/2017,02/15/2017,Standard Grant,147108,1700095,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,07/01/2017,06/30/2021,05/17/2017,05/22/2018,Standard Grant,183658,1700102,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,06/15/2017,05/31/2021,06/07/2017,05/31/2019,Continuing Grant,143999,1700109,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,05/01/2017,04/30/2019,01/04/2017,01/04/2017,Standard Grant,30000,1700124,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,07/01/2017,06/30/2020,06/09/2017,07/18/2019,Continuing Grant,149999,1700127,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,09/01/2017,08/31/2021,04/21/2017,08/30/2019,Continuing Grant,200999,1700131,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,08/01/2017,01/31/2021,07/27/2017,06/18/2020,Continuing Grant,700000,1700137,Direct For Mathematical & Physical Scien,Division Of Materials Research
2017,07/01/2017,06/30/2021,05/17/2017,06/21/2019,Continuing Grant,301850,1700143,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,06/01/2017,05/31/2020,04/12/2017,08/28/2019,Standard Grant,102270,1700147,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,05/01/2017,04/30/2021,05/01/2017,05/01/2017,Standard Grant,199980,1700152,Direct For Education and Human Resources,Division Of Undergraduate Education
2017,04/01/2017,03/31/2018,12/30/2016,12/30/2016,Standard Grant,34000,1700153,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,06/01/2017,05/31/2018,01/24/2017,01/24/2017,Standard Grant,32010,1700154,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,06/01/2017,05/31/2024,03/21/2017,07/14/2020,Continuing Grant,354657,1700157,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,05/01/2017,04/30/2018,12/21/2016,12/21/2016,Standard Grant,50000,1700164,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,07/01/2017,06/30/2020,04/27/2017,04/27/2017,Standard Grant,150000,1700165,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,07/01/2017,06/30/2018,12/19/2016,12/19/2016,Standard Grant,45200,1700168,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,08/01/2017,07/31/2021,07/31/2017,07/24/2019,Continuing Grant,150000,1700171,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,07/01/2017,06/30/2021,06/07/2017,04/29/2019,Continuing Grant,178000,1700176,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2017,08/01/2017,07/31/2021,06/23/2017,07/27/2019,Continuing Grant,150000,1700179,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
