Year,AwardEffectiveDate,AwardExpirationDate,MinAmdLetterDate,MaxAmdLetterDate,AwardInstrument,AwardAmount,AwardID,Directorate,Division
2018,07/01/2018,06/30/2021,05/31/2018,05/31/2018,Standard Grant,479676,1800011,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/15/2018,06/30/2021,07/05/2018,07/05/2018,Standard Grant,420000,1800012,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,08/01/2018,07/31/2021,07/24/2018,07/24/2018,Standard Grant,310000,1800014,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,05/01/2018,12/31/2020,04/17/2018,04/06/2020,Continuing Grant,120110,1800015,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,03/01/2018,02/28/2019,11/17/2017,11/17/2017,Standard Grant,30000,1800017,Directorate For Geosciences,Division Of Ocean Sciences
2018,08/01/2018,07/31/2021,04/06/2018,07/29/2018,Continuing Grant,549913,1800022,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,01/15/2018,09/30/2021,01/09/2018,01/09/2018,Standard Grant,6000,1800033,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,07/01/2018,06/30/2021,06/06/2018,06/06/2018,Standard Grant,402000,1800050,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/01/2018,06/30/2021,04/13/2018,04/13/2018,Standard Grant,512240,1800051,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/01/2018,06/30/2021,04/19/2018,12/15/2020,Continuing Grant,529171,1800052,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/01/2018,06/30/2021,06/28/2018,06/04/2020,Continuing Grant,210000,1800053,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,07/01/2018,06/30/2021,05/10/2018,05/10/2018,Standard Grant,229996,1800057,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,09/01/2018,08/31/2021,06/29/2018,05/06/2019,Standard Grant,411634,1800062,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/01/2018,06/30/2021,07/02/2018,07/02/2018,Standard Grant,356773,1800068,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,08/01/2018,07/31/2021,07/27/2018,07/27/2018,Standard Grant,609077,1800070,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,09/01/2018,08/31/2021,07/27/2018,07/27/2018,Standard Grant,320854,1800080,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,09/01/2018,08/31/2021,05/03/2018,05/03/2018,Standard Grant,252352,1800082,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,07/01/2018,06/30/2021,03/30/2018,03/30/2018,Standard Grant,152919,1800086,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,08/14/2017,04/30/2021,10/20/2017,06/11/2020,Standard Grant,174232,1800088,Direct For Computer & Info Scie & Enginr,Division Of Computer and Network Systems
2018,08/01/2018,07/31/2021,07/24/2018,07/24/2018,Standard Grant,470000,1800089,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,08/01/2018,01/31/2021,07/26/2018,07/26/2018,Standard Grant,300000,1800101,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,09/01/2018,08/31/2021,04/16/2018,08/01/2019,Continuing Grant,420000,1800105,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,09/01/2018,08/31/2021,07/26/2018,07/26/2018,Standard Grant,310466,1800108,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,06/15/2018,05/31/2021,06/07/2018,06/07/2018,Standard Grant,420000,1800110,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,08/01/2018,07/31/2021,07/27/2018,03/18/2019,Standard Grant,450000,1800120,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,03/01/2018,02/28/2019,03/07/2018,03/07/2018,Standard Grant,9000,1800121,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,06/01/2018,05/31/2021,04/12/2018,04/12/2018,Standard Grant,330000,1800122,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/01/2018,06/30/2021,06/20/2018,04/23/2020,Continuing Grant,179998,1800123,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,08/15/2018,07/31/2021,08/14/2018,09/11/2020,Standard Grant,420000,1800126,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/01/2018,06/30/2021,05/14/2018,05/14/2018,Standard Grant,362999,1800130,Direct For Mathematical & Physical Scien,Division Of Materials Research
2018,07/01/2018,06/30/2021,06/07/2018,06/07/2018,Standard Grant,300000,1800135,Directorate For Engineering,"Div Of Chem, Bioeng, Env, & Transp Sys"
2018,09/01/2018,08/31/2021,08/01/2018,08/01/2018,Standard Grant,160000,1800137,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/01/2018,06/30/2021,05/14/2018,05/14/2018,Standard Grant,187000,1800139,Direct For Mathematical & Physical Scien,Division Of Materials Research
2018,08/15/2018,07/31/2021,08/08/2018,08/08/2018,Standard Grant,510000,1800140,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,09/01/2018,08/31/2021,08/01/2018,08/01/2018,Standard Grant,40000,1800141,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,08/01/2018,07/31/2021,07/27/2018,07/27/2018,Standard Grant,450000,1800147,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,09/01/2018,08/31/2021,07/09/2018,07/09/2018,Standard Grant,450000,1800151,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,08/01/2018,07/31/2021,07/29/2018,07/29/2018,Standard Grant,390082,1800158,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,09/01/2018,08/31/2021,04/17/2018,06/17/2020,Standard Grant,260900,1800161,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,04/15/2018,09/30/2020,03/27/2018,03/27/2018,Standard Grant,150000,1800165,Direct For Education and Human Resources,Division Of Human Resource Development
2018,07/15/2018,06/30/2021,07/11/2018,07/23/2019,Continuing Grant,450000,1800171,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,08/01/2018,07/31/2021,07/05/2018,07/05/2018,Standard Grant,470000,1800173,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,09/01/2018,08/31/2021,07/24/2018,07/24/2018,Standard Grant,245000,1800177,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,06/15/2018,05/31/2021,06/12/2018,05/19/2020,Continuing Grant,180000,1800180,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,08/01/2018,07/31/2020,07/26/2018,11/19/2019,Standard Grant,132345,1800181,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,10/01/2018,09/30/2021,08/14/2018,08/14/2018,Standard Grant,152000,1800182,Direct For Education and Human Resources,Division Of Undergraduate Education
2018,10/01/2018,09/30/2021,08/14/2018,08/14/2018,Standard Grant,149998,1800186,Direct For Education and Human Resources,Division Of Undergraduate Education
2018,07/01/2018,06/30/2021,05/01/2018,07/11/2019,Continuing Grant,426000,1800187,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,10/01/2018,09/30/2021,08/14/2018,08/14/2018,Standard Grant,268000,1800188,Direct For Education and Human Resources,Division Of Undergraduate Education
2018,08/01/2018,07/31/2021,07/27/2018,07/27/2018,Standard Grant,320000,1800194,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,09/01/2018,08/31/2021,08/15/2018,08/15/2018,Standard Grant,446773,1800197,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,08/01/2018,12/31/2021,06/19/2018,06/19/2018,Standard Grant,299999,1800199,Direct For Education and Human Resources,Division Of Research On Learning
2018,01/01/2018,10/31/2019,12/11/2017,12/11/2017,Standard Grant,100000,1800200,Direct For Education and Human Resources,Division Of Undergraduate Education
2018,07/15/2018,06/30/2021,07/09/2018,07/09/2018,Standard Grant,115566,1800201,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,04/01/2018,03/31/2019,12/08/2017,12/08/2017,Standard Grant,31000,1800204,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,06/15/2018,09/30/2020,06/14/2018,06/14/2018,Standard Grant,150000,1800207,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,07/15/2018,06/30/2021,07/09/2018,07/09/2018,Standard Grant,357919,1800214,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,08/01/2018,07/31/2021,06/01/2018,06/01/2018,Standard Grant,499715,1800236,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,08/01/2018,07/31/2021,07/26/2018,07/26/2018,Standard Grant,390000,1800237,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/15/2018,06/30/2021,06/05/2018,06/05/2018,Standard Grant,420000,1800239,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,09/01/2018,08/31/2021,04/25/2018,06/17/2020,Continuing Grant,270000,1800241,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,04/15/2018,03/31/2022,04/05/2018,04/05/2018,Standard Grant,458873,1800243,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/01/2018,06/30/2021,06/25/2018,06/25/2018,Standard Grant,474477,1800245,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,05/01/2018,04/30/2022,03/29/2018,03/29/2018,Standard Grant,259243,1800251,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,05/01/2018,04/30/2021,05/02/2018,07/29/2018,Continuing Grant,539999,1800252,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,05/01/2018,04/30/2022,02/23/2018,02/23/2018,Standard Grant,223392,1800262,Direct For Mathematical & Physical Scien,Division Of Materials Research
2018,12/15/2017,11/30/2018,12/07/2017,12/07/2017,Standard Grant,48800,1800263,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,05/15/2018,04/30/2021,04/13/2018,07/31/2018,Continuing Grant,533483,1800266,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,09/01/2018,08/31/2021,07/24/2018,07/24/2018,Standard Grant,242301,1800269,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,09/01/2018,08/31/2021,04/12/2018,04/12/2018,Standard Grant,450001,1800273,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/01/2018,09/30/2019,03/29/2018,03/29/2019,Standard Grant,109039,1800274,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,07/15/2018,06/30/2021,07/06/2018,07/06/2018,Standard Grant,450000,1800279,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/15/2018,06/30/2021,07/05/2018,06/15/2019,Continuing Grant,420000,1800280,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/15/2018,06/30/2021,07/09/2018,07/09/2018,Standard Grant,150543,1800281,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/01/2018,06/30/2022,06/25/2018,07/23/2019,Continuing Grant,450000,1800282,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/01/2018,06/30/2021,04/13/2018,06/29/2019,Continuing Grant,550850,1800283,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/01/2018,06/30/2021,05/16/2018,07/29/2018,Continuing Grant,450000,1800284,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/01/2018,06/30/2021,07/03/2018,08/08/2019,Standard Grant,300000,1800288,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/01/2018,06/30/2021,06/06/2018,06/03/2019,Continuing Grant,469571,1800291,Direct For Mathematical & Physical Scien,Division Of Chemistry
2018,07/01/2018,06/30/2021,04/18/2018,06/05/2020,Continuing Grant,269999,1800294,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2018,05/01/2018,04/30/2021,04/05/2018,04/05/2018,Standard Grant,557487,1800296,Direct For Education and Human Resources,Division Of Undergraduate Education
