Year,AwardEffectiveDate,AwardExpirationDate,MinAmdLetterDate,MaxAmdLetterDate,AwardInstrument,AwardAmount,AwardID,Directorate,Division
2010,05/01/2010,04/30/2014,04/20/2010,01/20/2012,Standard Grant,208247,1000018,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2013,06/25/2010,04/11/2012,Standard Grant,149000,1000019,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,05/01/2010,08/31/2014,04/28/2010,04/28/2010,Standard Grant,290000,1000021,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,03/01/2010,02/28/2011,02/25/2010,02/25/2010,Standard Grant,15000,1000028,Direct For Computer & Info Scie & Enginr,Division Of Computer and Network Systems
2010,05/01/2010,04/30/2014,03/29/2010,12/10/2013,Standard Grant,375674,1000035,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2015,06/25/2010,11/25/2014,Continuing Grant,420624,1000036,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,05/15/2010,04/30/2011,05/07/2010,05/07/2010,Standard Grant,26880,1000037,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2010,07/15/2010,06/30/2014,07/07/2010,03/01/2013,Standard Grant,419575,1000055,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,04/15/2010,03/31/2013,04/13/2010,04/13/2010,Standard Grant,280000,1000068,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2014,06/25/2010,06/25/2010,Standard Grant,175000,1000077,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,05/01/2010,04/30/2014,04/21/2010,04/21/2010,Standard Grant,334898,1000085,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/15/2010,07/31/2015,08/12/2010,05/08/2012,Standard Grant,184233,1000088,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/15/2010,08/31/2013,08/12/2010,08/12/2010,Standard Grant,219767,1000099,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/15/2010,07/31/2014,08/13/2010,11/04/2013,Standard Grant,300000,1000108,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/01/2010,07/31/2015,07/30/2010,07/30/2010,Standard Grant,315000,1000111,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/15/2010,07/31/2015,08/04/2010,08/04/2014,Continuing grant,536698,1000113,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2010,03/15/2010,02/29/2012,04/07/2010,04/07/2010,Standard Grant,10600,1000130,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2010,07/01/2010,06/30/2015,05/13/2010,05/07/2014,Standard Grant,307855,1000136,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,05/01/2010,04/30/2015,03/29/2010,03/29/2010,Standard Grant,369572,1000138,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,05/01/2010,04/30/2016,04/28/2010,04/28/2010,Standard Grant,279966,1000160,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,06/01/2010,12/31/2014,05/28/2010,07/30/2013,Standard Grant,349717,1000162,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2013,03/15/2010,03/15/2010,Standard Grant,128890,1000167,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,05/01/2010,04/30/2015,03/16/2010,03/04/2014,Standard Grant,289513,1000172,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2013,02/19/2010,02/19/2010,Standard Grant,251129,1000176,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2015,05/03/2010,04/20/2015,Standard Grant,345000,1000183,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,05/01/2010,04/30/2013,04/20/2010,04/20/2010,Standard Grant,265819,1000194,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,06/01/2010,05/31/2014,05/26/2010,05/26/2010,Standard Grant,280000,1000198,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,04/01/2010,03/31/2013,03/16/2010,05/12/2011,Standard Grant,206731,1000210,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,06/01/2010,05/31/2013,05/19/2010,03/27/2012,Continuing Grant,65000,1000214,Direct For Mathematical & Physical Scien,Division Of Physics
2010,09/15/2010,08/31/2014,09/08/2010,09/08/2010,Standard Grant,170000,1000226,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,09/01/2010,08/31/2014,06/01/2010,07/21/2011,Continuing grant,278726,1000251,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2014,06/14/2010,05/12/2012,Standard Grant,213387,1000255,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,12/01/2009,11/30/2011,11/16/2009,02/24/2010,Standard Grant,65463,1000268,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2014,06/14/2010,06/14/2010,Standard Grant,192600,1000284,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,09/01/2010,02/29/2016,09/14/2010,09/17/2015,Cooperative Agreement,4141150,1000286,Direct For Education and Human Resources,Division Of Human Resource Development
2010,10/01/2010,09/30/2014,09/24/2010,09/24/2010,Standard Grant,202755,1000302,Directorate For Geosciences,Div Atmospheric & Geospace Sciences
2010,06/01/2010,05/31/2014,05/26/2010,05/26/2010,Standard Grant,305393,1000303,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,05/01/2010,04/30/2014,03/16/2010,04/30/2012,Standard Grant,333299,1000307,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2009,02/28/2014,12/03/2009,05/17/2011,Continuing grant,253556,1000317,"Direct For Social, Behav & Economic Scie",Divn Of Social and Economic Sciences
2010,05/01/2010,04/30/2013,04/27/2010,03/14/2012,Standard Grant,185510,1000322,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,09/01/2010,08/31/2013,07/23/2010,07/23/2010,Standard Grant,330744,1000323,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,09/01/2010,08/31/2013,08/29/2010,08/29/2010,Standard Grant,108363,1000328,"Direct For Social, Behav & Economic Scie",Divn Of Social and Economic Sciences
2010,07/15/2010,06/30/2014,07/07/2010,07/07/2010,Standard Grant,389951,1000330,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,09/30/2013,03/15/2010,05/12/2011,Standard Grant,164025,1000334,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/15/2010,07/31/2014,08/13/2010,08/13/2010,Standard Grant,159262,1000337,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,09/01/2010,08/31/2013,08/29/2010,08/29/2010,Standard Grant,185990,1000344,"Direct For Social, Behav & Economic Scie",Divn Of Social and Economic Sciences
2010,05/01/2010,04/30/2014,04/28/2010,04/28/2010,Standard Grant,200000,1000347,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,05/01/2010,02/28/2011,04/07/2010,04/07/2010,Continuing grant,105200,1000356,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2010,09/15/2010,08/31/2012,09/08/2010,09/08/2010,Standard Grant,33795,1000357,Directorate For Geosciences,Directorate For Geosciences
2010,05/01/2010,04/30/2014,02/26/2010,01/11/2012,Standard Grant,398176,1000380,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,06/01/2010,05/31/2014,05/12/2010,05/12/2010,Standard Grant,372001,1000382,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/15/2010,06/30/2014,07/07/2010,03/27/2014,Standard Grant,322083,1000389,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2013,06/24/2010,06/24/2010,Standard Grant,130000,1000391,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2014,06/01/2010,11/15/2011,Standard Grant,246000,1000404,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2014,06/25/2010,06/25/2010,Standard Grant,205368,1000415,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,06/01/2010,10/31/2013,05/12/2010,05/12/2010,Standard Grant,280000,1000425,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,05/01/2010,04/30/2014,04/21/2010,08/10/2013,Standard Grant,284518,1000429,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/15/2010,07/31/2014,06/25/2010,06/25/2010,Standard Grant,175000,1000440,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,10/01/2010,09/30/2013,09/22/2010,08/15/2012,Continuing grant,279154,1000443,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2010,07/01/2010,06/30/2015,04/28/2010,05/04/2012,Standard Grant,422208,1000450,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/15/2010,07/31/2014,08/13/2010,05/21/2013,Standard Grant,443584,1000469,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2013,04/15/2010,04/15/2010,Standard Grant,175930,1000475,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2010,05/01/2010,04/30/2014,04/28/2010,01/09/2012,Standard Grant,162000,1000491,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,12/15/2009,11/30/2010,12/11/2009,12/11/2009,Standard Grant,46473,1000492,"Direct For Social, Behav & Economic Scie",National Center For S&E Statistics
2010,06/01/2010,12/31/2015,05/25/2010,04/21/2015,Standard Grant,498504,1000495,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,01/01/2010,12/31/2010,01/14/2010,01/14/2010,Standard Grant,34740,1000499,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2010,07/01/2010,06/30/2014,06/10/2010,06/10/2010,Standard Grant,150000,1000507,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2010,06/01/2010,05/31/2015,05/27/2010,05/12/2012,Standard Grant,171000,1000549,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,09/01/2010,08/31/2014,04/13/2010,04/13/2010,Standard Grant,192986,1000551,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2014,05/26/2010,05/26/2010,Standard Grant,449712,1000579,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,05/01/2010,10/31/2015,04/28/2010,04/21/2015,Standard Grant,305999,1000580,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,05/01/2010,04/30/2015,04/27/2010,04/27/2010,Standard Grant,140490,1000597,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/01/2010,07/31/2013,04/20/2010,04/20/2010,Standard Grant,330917,1000604,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2015,06/01/2010,06/01/2010,Standard Grant,493759,1000612,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,09/01/2010,08/31/2014,08/25/2010,08/25/2010,Standard Grant,400000,1000615,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,10/01/2010,09/30/2014,09/22/2010,08/15/2012,Continuing grant,368567,1000617,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2010,01/15/2010,12/31/2010,02/03/2010,02/03/2010,Standard Grant,24000,1000622,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2010,07/15/2010,06/30/2014,07/09/2010,07/09/2010,Standard Grant,150000,1000636,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2010,08/15/2010,08/31/2013,08/03/2010,08/03/2010,Standard Grant,159426,1000641,Direct For Mathematical & Physical Scien,Division Of Mathematical Sciences
2010,09/15/2010,11/30/2015,09/07/2010,08/25/2015,Standard Grant,200000,1000652,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2015,06/30/2010,07/19/2014,Standard Grant,252955,1000656,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/15/2010,07/31/2013,04/28/2010,06/17/2010,Standard Grant,280000,1000666,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/15/2010,06/30/2014,07/07/2010,07/07/2010,Standard Grant,250000,1000667,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,04/15/2010,03/31/2011,04/12/2010,04/12/2010,Standard Grant,20000,1000668,Office Of The Director,Office Of Internatl Science &Engineering
2010,07/01/2010,06/30/2014,06/14/2010,06/14/2010,Standard Grant,450000,1000678,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/01/2010,07/31/2014,07/27/2010,05/13/2011,Continuing grant,279983,1000686,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,12/15/2009,11/30/2010,12/15/2009,12/15/2009,Standard Grant,60570,1000694,Directorate For Geosciences,Division Of Ocean Sciences
2010,09/01/2010,08/31/2013,09/01/2010,09/01/2010,Standard Grant,247500,1000699,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/15/2010,01/31/2014,06/25/2010,06/25/2010,Standard Grant,185032,1000700,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/01/2010,07/31/2014,07/20/2010,07/20/2010,Standard Grant,334472,1000706,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,04/01/2010,03/31/2015,03/29/2010,04/11/2012,Standard Grant,221190,1000714,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/15/2010,07/31/2013,05/12/2010,05/12/2010,Standard Grant,159999,1000720,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,05/15/2010,09/30/2010,05/12/2010,06/30/2010,Standard Grant,479965,1000724,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,06/01/2010,11/30/2014,05/17/2010,05/17/2010,Standard Grant,325000,1000726,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,09/15/2010,08/31/2013,09/07/2010,09/07/2010,Standard Grant,313500,1000727,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,09/01/2010,08/31/2014,08/26/2010,06/13/2013,Standard Grant,389997,1000744,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/01/2010,07/31/2014,04/26/2010,04/26/2010,Standard Grant,280341,1000748,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,03/15/2010,11/30/2013,03/02/2010,08/02/2013,Standard Grant,69270,1000764,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,06/01/2010,05/31/2013,05/17/2010,05/17/2010,Standard Grant,420000,1000768,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/15/2010,07/31/2015,08/12/2010,08/12/2010,Standard Grant,340016,1000783,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/15/2010,07/31/2014,08/05/2010,08/05/2010,Standard Grant,377447,1000790,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,06/01/2010,05/31/2015,05/27/2010,05/22/2012,Standard Grant,196000,1000797,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,08/15/2010,07/31/2014,04/26/2010,05/11/2012,Standard Grant,285965,1000808,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,09/01/2010,08/31/2014,04/13/2010,04/13/2010,Standard Grant,362779,1000816,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,03/15/2010,02/28/2013,03/02/2010,05/05/2010,Standard Grant,157216,1000819,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,06/01/2010,05/31/2014,05/25/2010,05/25/2010,Standard Grant,350000,1000822,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,05/01/2010,04/30/2014,04/20/2010,04/20/2010,Standard Grant,197457,1000828,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/15/2010,06/30/2015,07/07/2010,07/07/2010,Standard Grant,280000,1000830,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
2010,07/01/2010,06/30/2014,06/25/2010,06/25/2010,Standard Grant,256671,1000831,Directorate For Engineering,"Div Of Civil, Mechanical, & Manufact Inn"
